r0_max,r0_min,r0_aprox
3.979871590624602,3.979801068974713,3.9798363297996575
3.8072559592648565,3.807149674153067,3.807202816708962
3.627357637430283,3.6272006340820275,3.6272791357561553
3.3684139464215255,3.3681962479699576,3.3683050971957416
3.190844402590079,3.1905451249321244,3.1906947637611016
3.01737666736176,3.016977713848571,3.0171771906051656
2.8494813270342805,2.8489650712818078,2.849223199158044
2.650406940691364,2.6497698346225125,2.6500883876569383
2.4578684192809126,2.457108089342956,2.4574882543119343
2.277200458737411,2.276318887508137,2.2767596731227737
2.110898203666202,2.1099008393550513,2.110399521510627
1.952747574895472,1.9516470793549079,1.95219732712519
1.8101662788723474,1.8089738196026357,1.8095700492374915
1.6711039765731075,1.669841101834662,1.6704725392038848
1.5598300773904872,1.5584981863002358,1.5591641318453615
1.4670215964241498,1.4656241080877526,1.466322852255951
1.386188512620765,1.384731371864457,1.385459942242611
1.3123589701828051,1.310851407805442,1.3116051889941236
1.2511177279542942,1.2495599705479383,1.2503388492511163
1.1888413053702354,1.1872493395882557,1.1880453224792455
1.1404431255431946,1.138811120546512,1.1396271230448534
1.0921434455775123,1.0904831918742202,1.0913133187258661
1.0367633390773061,1.0350991172959585,1.0359312281866324
0.9836496095975149,0.9819915093028495,0.9828205594501822
0.9418765430287531,0.9402169181076162,0.9410467305681847
0.9058977044998491,0.9042358221819163,0.9050667633408827
0.8889887878065044,0.887295696025569,0.8881422419160367
0.8803488682252573,0.8786122398330016,0.8794805540291295
0.8851829079840681,0.883377080699604,0.884279994341836
0.92104352961625,0.9191006900712668,0.9200721098437584
0.9766234914639644,0.9744918956246253,0.9755576935442949
1.0380775835246665,1.0357306777457849,1.0369041306352256
1.1060103453363597,1.1034163852978087,1.1047133653170842
1.1720286007509462,1.1691723422478453,1.1706004714993958
1.2307204051484941,1.2275987731437386,1.2291595891461164
1.278616813779581,1.2752364243318208,1.276926619055701
1.3080228750128995,1.3044147687546466,1.306218821883773
1.3187585371664037,1.3149614289200735,1.3168599830432386
1.3183302291781616,1.3143678333724778,1.3163490312753197
1.3135553104712474,1.309434568087008,1.3114949392791277
1.2999432146070726,1.2956888428535283,1.2978160287303004
1.2929308913037858,1.2885178093266123,1.290724350315199
1.3004979151437093,1.2958674010566136,1.2981826581001614
1.3247803775265965,1.319855408546928,1.3223178930367623
1.3726930201211627,1.3673546998770865,1.3700238599991246
1.4365453939167816,1.430684842389583,1.4336151181531824
1.4971875942944797,1.4907604819701572,1.4939740381323183
1.5598624661124898,1.5527912080702704,1.55632683709138
1.6211805720279537,1.6133886548331073,1.6172846134305305
1.6683257449142157,1.6597914033048098,1.6640585741095126
1.6955531094700065,1.6862909081430226,1.6909220088065147
1.7021664342250857,1.6922123031103626,1.6971893686677242
1.6923198302024036,1.6817078389183,1.6870138345603518
1.683706995684009,1.6723686305069863,1.6780378130954976
1.6760438962488067,1.6639062148434125,1.6699750555461095
1.6488782545980936,1.6360350363099891,1.6424566454540415
1.6141766916226294,1.600661643669224,1.6074191676459266
1.5825953896066882,1.5683629883308414,1.5754791889687647
1.557154943940723,1.5421251474140316,1.5496400456773773
1.5424989535024696,1.5265261539784398,1.5345125537404547
1.5263680514849671,1.5094217567862835,1.5178949041356253
1.5057531165595432,1.4878475908379478,1.4968003536987455
1.5037840286181479,1.4846343122858547,1.4942091704520013
1.5100247458790788,1.4894276261595092,1.499726186019294
1.512345596547832,1.4902484337001864,1.5012970151240093
1.509267179273664,1.4856514204387694,1.4974592998562168
1.495511535554122,1.4704736550243123,1.4829925952892171
1.4783660240271754,1.451913746087635,1.4651398850574053
1.462309153532734,1.434378949670758,1.448344051601746
1.4364682981696746,1.4072329384434847,1.4218506183065798
1.4069695776409459,1.376520936336299,1.3917452569886224
1.3869805123346297,1.3551182328594698,1.3710493725970498
1.3728884621673032,1.3394598036632652,1.3561741329152843
1.3713064678001186,1.3359474723528897,1.3536269700765042
1.3831168057123007,1.3453599371727325,1.3642383714425166
1.4030937478986774,1.3625352514610853,1.3828144996798812
1.4337834695304617,1.3898614370430282,1.411822453286745
1.4786110656033424,1.4305326244667222,1.4545718450350322
1.52779875567427,1.4749622031536964,1.5013804794139833
1.5864992962175526,1.527986061629753,1.5572426789236529
1.637584182223248,1.5730025981828137,1.6052933902030309
1.677987291633737,1.6070607536773285,1.6425240226555329
1.712560385486432,1.6348019542024446,1.6736811698444383
1.7390830588253385,1.654099275943505,1.6965911673844216
1.7454814419826121,1.6535970151348898,1.699539228558751
1.7269454795208583,1.6290635743799804,1.6780045269504194
1.6830726236797346,1.5805709840363114,1.631821803858023
1.6361260399984343,1.5293366697922797,1.582731354895357
1.5841841496983466,1.4737154989631365,1.5289498243307416
1.523773754753127,1.4106815435309996,1.4672276491420633
1.457148552519583,1.3425321179851184,1.3998403352523507
1.4019469281698118,1.2855273641877945,1.3437371461788032
1.3783787839088513,1.257847405655483,1.318113094782167
1.3884895714082222,1.26078530173481,1.3246374365715161
1.4185166056684069,1.2813357053699834,1.3499261555191953
1.469433947753739,1.3199272236549526,1.3946805857043458
1.5378297206734044,1.3729879217083014,1.455408821190853
1.622653995639098,1.4390129846119757,1.530833490125537
1.6998123323103593,1.4962836986940784,1.598048015502219
1.7483792407515018,1.5266439309206001,1.637511585836051
1.7629220008168274,1.5261341648801388,1.644528082848483
1.7609291901452742,1.5106409800888314,1.6357850851170528
1.7419408994174745,1.4803503924251964,1.6111456459213356
1.6311215282208515,1.3735943053789792,1.5023579167999155
1.6146961793361414,1.347193675736073,1.480944927536107
