r0_max,r0_min,r0_aprox
3.7214115380544652,3.721249979700849,3.721330758877657
3.455811493064748,3.4555843030261246,3.455697898045436
2.9485940655328653,2.9483229818721925,2.948458523702529
3.308587872538906,3.3081400295047825,3.3083639510218443
3.20490466277847,3.204275916270996,3.2045902895247327
2.81556661802672,2.8148125855892427,2.8151896018079814
1.7153705003462294,1.7148279357593035,1.7150992180527664
3.0694049156721768,3.068059373684981,3.068732144678579
1.9185782676927885,1.917569260870395,1.9180737642815917
2.9896658976258514,2.9875288207242088,2.98859735917503
2.399851210091567,2.39768347246264,2.398767341277104
2.4663570309099327,2.463528766983469,2.464942898946701
2.1782690286613,2.1752108127995156,2.176739920730408
2.0136803235571272,2.0102957790774,2.011988051317264
2.3479576525567882,2.3430788357662546,2.3455182441615214
2.1860380262883288,2.1805283061336764,2.1832831662110026
2.03169027699494,2.0255949160113946,2.0286425965031674
1.8291964004538945,1.8228165363369482,1.8260064683954214
2.27942449787367,2.269792847646875,2.2746086727602726
1.7664639606369272,1.7578715096021225,1.7621677351195248
1.9205675508387392,1.9096999789610858,1.9151337648999125
2.3901090661142126,2.3736688695666626,2.3818889678404376
1.67985631497062,1.6667157133438266,1.6732860141572234
1.8789819087572193,1.8620338467913804,1.8705078777742998
2.0021811962512532,1.9811713610344046,1.9916762786428288
1.8761897319466203,1.853570119567295,1.8648799257569575
1.851534689319089,1.8259969787495245,1.8387658340343067
1.9419251888278812,1.9111076009385606,1.926516394883221
1.6792787957284352,1.6493263161983307,1.664302555963383
1.527557634467512,1.4973864791580553,1.5124720568127836
1.8376517958537404,1.7966245102357492,1.8171381530447448
1.516519377249928,1.4792253127471595,1.4978723449985436
1.6471784175516753,1.602274806199161,1.6247266118754182
1.6739756217155148,1.623404914610808,1.6486902681631614
1.3921179586512995,1.3464955931831553,1.3693067759172273
1.5346875697256288,1.479784582976312,1.5072360763509705
1.6372503440217279,1.5730307801244172,1.6051405620730725
1.3904047567195412,1.3316292564884926,1.3610170066040168
1.5389169792059443,1.4683647711063015,1.503640875156123
1.76588414200864,1.6770362577281275,1.7214601998683836
1.418237724796833,1.3415879521305902,1.3799128384637116
1.6754538039739106,1.57698343464298,1.6262186193084454
1.9049511096436078,1.7817105297439584,1.843330819693783
1.717036621711301,1.5961159352060976,1.6565762784586993
1.779413892046731,1.642713949369964,1.7110639207083476
1.8391797980930216,1.6847251721293999,1.7619524851112107
1.8239231146308166,1.6568166142720568,1.7403698644514367
1.9570637317640691,1.7602975895710014,1.8586806606675352
2.140336725153289,1.9020397079355793,2.0211882165444344
1.9089311284691002,1.6766894766025384,1.7928103025358193
1.9023238734575787,1.650045429756959,1.7761846516072688
2.0056799455651295,1.7149077568007796,1.8602938511829545
2.050089442296393,1.7252181245098241,1.8876537834031086
2.1897187778844738,1.8088121486690383,1.999265463276756
2.0818541656903675,1.6873386992738133,1.8845964324820903
2.093212677718084,1.662237888229395,1.8777252829737396
2.2530066226041723,1.7472800922521108,2.0001433574281418
2.6504628514628052,1.993284842634341,2.321873847048573
2.478125476587171,1.80655947592158,2.1423424762543757
2.571999841372167,1.8109058597690497,2.1914528505706086
3.0015870475825235,2.021506056275994,2.511546551929259
3.0721500517166933,1.968998163192724,2.5205741074547086
3.792202963648827,2.270721044113926,3.0314620038813764
4.0867711290235285,2.255809363738597,3.171290246381063
4.190330767436424,2.1116341363454696,3.150982451890947
4.584181575229748,2.0752401112419414,3.329710843235845
6.081340792240329,2.3608857685806783,4.221113280410504
7.63601514048832,2.407903608928726,5.021959374708523
10.20396358377208,2.401258597004808,6.302611090388444
17.43716572493855,2.5024549246752663,9.969810324806907
40.6931638307672,2.2418469546918014,21.4675053927295
-47.68634135013082,2.5331977079793497,-22.576571821075735
-15.030778532868554,2.6559952822774884,-6.1873916252955325
-8.775134760093943,2.7977383304340004,-2.988698214829971
-5.748444858919027,2.674875302656085,-1.5367847781314707
-4.6281783923122495,2.9673109103039135,-0.830433741004168
-3.69540188226843,3.108064244745813,-0.29366881876130835
-2.9833240919334716,3.1658044113573385,0.09124015971193344
-2.808117512108333,3.7927427487718073,0.49231261833173723
-2.0594536832609824,3.3522368953988257,0.6463916060689217
-2.0049898480085266,3.977057678760404,0.9860339153759388
-1.8044569276722684,4.348794159490015,1.2721686159088732
-1.615638829740433,4.7161677989619,1.5502644846107334
-1.4996514473071816,5.335565043941504,1.917956798317161
-1.2735070308152285,5.453389536035443,2.0899412526101075
-1.059651477793182,5.362995250995914,2.151671886601366
