r0_max,r0_min,r0_aprox
3.535306679976824,3.535210720049111,3.5352587000129674
3.3155975642058264,3.315474165331721,3.3155358647687736
3.1745874950125463,3.174425322407866,3.174506408710206
2.9243831231155992,2.9241826045288466,2.924282863822223
2.8071044290382945,2.80684889455632,2.8069766617973073
2.7018038366090664,2.7014812113761066,2.7016425239925868
2.714017263644782,2.7135913977141923,2.713804330679487
2.7892615959573392,2.7886805223773354,2.7889710591673373
2.8428930691763465,2.8421001193186455,2.8424965942474962
2.8539503657243186,2.8528812790921236,2.853415822408221
2.8444452853615596,2.8430143107496835,2.8437297980556213
2.814497451112723,2.812602267974068,2.8135498595433956
2.7709853063200924,2.768502297030027,2.7697438016750597
2.661785484942053,2.6586591210723243,2.6602223030071883
2.5229898461932896,2.519181306987454,2.5210855765903717
2.367059426424135,2.3625677096495403,2.364813568036838
2.208998424515401,2.2038453814840944,2.2064219029997476
2.0429773884957156,2.0372506828132737,2.0401140356544945
1.875808799405816,1.8696291856830702,1.872718992544443
1.6915265352007758,1.685125996066795,1.6883262656337854
1.5190428488960217,1.5125762656800763,1.515809557288049
1.3572528925707261,1.3508721964073236,1.3540625444890249
1.2215334081020426,1.2152876965899302,1.2184105523459863
1.111489076200298,1.105383633726521,1.1084363549634095
1.0458453328520294,1.0397247256927813,1.0427850292724052
1.0255224282006756,1.0191588172736725,1.022340622737174
1.0822583736460012,1.0751357381608082,1.0786970559034046
1.2046824363074353,1.1962362591022409,1.2004593477048382
1.3672982335669412,1.35701087819357,1.3621545558802555
1.5181940212737346,1.5058429358941923,1.5120184785839634
1.641200758648086,1.626662424024067,1.6339315913360766
1.7241308375011102,1.7074083367698423,1.7157695871354761
1.7819931584344717,1.7629810890032875,1.7724871237188795
1.8082143426480024,1.7869294209449942,1.7975718817964983
1.802886689976341,1.7794487087358153,1.7911676993560781
1.7864147867120672,1.7607660168411547,1.773590401776611
1.7814484574260985,1.753187288564124,1.7673178729951111
1.7894752931764686,1.7580723344845302,1.7737738138304993
1.7918328241751844,1.7570262854536858,1.774429554814435
1.7691650601751792,1.7311689179624539,1.7501669890688165
1.726808995890536,1.6859208524290357,1.7063649241597858
1.675425530021958,1.6318536690734053,1.6536395995476818
1.6167657469610175,1.5707986872088204,1.593782217084919
1.5443670611489981,1.4966401200965112,1.5205035906227546
1.4544138620749385,1.405900848600116,1.4301573553375273
1.3676336593724157,1.3187370779758087,1.3431853686741122
1.305247636225897,1.255505806655032,1.2803767214404644
1.2683327819792336,1.2170233647522772,1.2426780733657554
1.2580013436362958,1.2041196637972928,1.2310605037167943
1.2661302826832614,1.2088044761047454,1.2374673793940034
1.2975560020933719,1.2354733750711269,1.2665146885822494
1.3581815237562038,1.2894271135520714,1.3238043186541377
1.433949246071085,1.3569816972865634,1.3954654716788242
1.5098804041688227,1.423739441768574,1.4668099229686984
1.583419323162445,1.4871467813129085,1.5352830522376766
1.651897267830499,1.5445721653301772,1.598234716580338
1.7144742933885486,1.5951228737165426,1.6547985835525456
1.7610935858159222,1.629453880742826,1.6952737332793741
1.7914443744492137,1.6474497996687072,1.7194470870589604
1.8067326428340824,1.6504621767391918,1.7285974097866372
1.8087403096190444,1.6404086807559346,1.7245744951874895
1.8013668053494536,1.6211148565285447,1.711240830938999
1.7785055882346519,1.5874822905648842,1.682993939399768
1.748551962976825,1.547424077004903,1.6479880199908639
1.7272692824827445,1.514950702420416,1.6211099924515802
1.7045173426449933,1.4811432651410261,1.5928303038930096
1.6829168446833547,1.4483709850564632,1.5656439148699088
1.6640291707955819,1.417995745275578,1.54101245803558
1.6415788109228242,1.384770831572134,1.5131748212474792
1.628291874814261,1.3594055999257415,1.4938487373700013
1.6219257454082787,1.3398054465522788,1.4808655959802788
1.6010393414541766,1.3084668400309913,1.4547530907425839
1.5859991719341102,1.2822508417542096,1.4341250068441598
1.5754675848353306,1.2599481725570323,1.4177078786961814
1.5708090425244121,1.2425127456841278,1.40666089410427
1.5889728116402453,1.2428667558303799,1.4159197837353126
1.615891259302974,1.2494534476077834,1.4326723534553787
1.649875101019022,1.2606734870819112,1.4552742940504666
1.7145832378796309,1.2938494543364187,1.504216346108025
1.80008318515925,1.3403695917902312,1.5702263884747407
1.909705021239762,1.4015619970157416,1.6556335091277519
2.043013917837538,1.4756725977327687,1.7593432577851535
2.1757471574988765,1.544107730395585,1.8599274439472309
2.3210543513902877,1.6152409018851346,1.9681476266377111
2.475848777950704,1.6855195198069253,2.080684148878815
2.633511585489035,1.7491491816288842,2.1913303835589595
2.7734554158882396,1.7920815340518852,2.2827684749700623
2.8697169097288944,1.7992282747866053,2.33447259225775
2.960312755164278,1.7961077612107343,2.378210258187506
3.0473986170351566,1.7843963012675395,2.4158974591513482
2.961256249311226,1.6728414047832314,2.3170488270472287
3.063813256403466,1.6655902102244569,2.3647017333139617
3.1558734461674405,1.6471538322663644,2.4015136392169025
