r0_max,r0_min,r0_aprox
2.904060045263752,2.9039544127083694,2.904007228986061
2.5583818449390563,2.558265665534028,2.5583237552365423
2.2901794964022786,2.290052886165152,2.2901161912837154
1.6575274864128482,1.6574228075863604,1.6574751469996043
1.4095415823482371,1.4094425582903085,1.4094920703192728
1.2009282501719918,1.2008364080109772,1.2008823290914845
1.0400948519299047,1.0400096721836005,1.0400522620567525
0.9929064943014285,0.9928200467749205,0.9928632705381746
0.996548805361793,0.9964568732994192,0.9965028393306061
1.0721782159683275,1.0720732646784266,1.072125740323377
1.1962319917795075,1.1961071636589082,1.1961695777192078
1.317977934918359,1.317830577523877,1.317904256221118
1.416062536124956,1.4158921697148064,1.4159773529198811
1.4628241884639137,1.462634455487737,1.4627293219758255
1.4425137082028983,1.4423123662070954,1.4424130372049968
1.3797951617655269,1.3795888111471446,1.3796919864563357
1.2770663992170639,1.2768631471442748,1.2769647731806693
1.1626167466463817,1.1624213087182933,1.1625190276823374
1.0564617861899441,1.0562755366546186,1.0563686614222814
0.9438131448234014,0.9436399001687179,0.9437265224960596
0.8522982932181521,0.8521363706066978,0.8522173319124249
0.8334376631551719,0.8332742067358667,0.8333559349455193
0.861626962336355,0.8614526125187678,0.8615397874275614
0.9370170029137814,0.9368211090461092,0.9369190559799453
1.0372273096834361,1.0370027198667326,1.0371150147750843
1.177308216846417,1.1770430628608053,1.177175639853611
1.3722410142038264,1.3719172928492096,1.372079153526518
1.578912004810364,1.578518404310567,1.5787152045604653
1.810449254316313,1.8099666114975324,1.8102079329069227
2.0799437930868017,2.07934060966374,2.079642201375271
2.3319006171110823,2.3311491476317077,2.331524882371395
2.524239591780716,2.5233141288871463,2.523776860333931
2.646980480955111,2.6458500063268255,2.646415243640968
2.6926648502977653,2.6912979709147944,2.69198141060628
2.6868055676559406,2.6851591251978904,2.6859823464269157
2.62015885353786,2.6182059866915,2.6191824201146803
2.524911829400042,2.522620290642468,2.523766060021255
2.4218692956702377,2.419201146538387,2.4205352211043123
2.322698670406983,2.3196096699024293,2.3211541701547063
2.22413526733569,2.2205914671085334,2.222363367222112
2.134464653118086,2.1304231393958446,2.1324438962569654
2.0536155347106773,2.0490325930769915,2.0513240638938344
1.9927093034172816,1.9875041171002974,1.9901067102587895
1.9406762397401884,1.934780423946046,1.9377283318431173
1.8960235355308224,1.8893632233698083,1.8926933794503153
1.8526951711028627,1.8452134290065683,1.8489543000547155
1.8081433740780022,1.7997986607348286,1.8039710174064154
1.7625896276307007,1.7533489523924906,1.7579692900115957
1.7174090161303655,1.7072414660335977,1.7123252410819816
1.6689345165726825,1.6578455985413925,1.6633900575570375
1.6237379311411564,1.6117007331146205,1.6177193321278884
1.5798921988546564,1.5668986380977894,1.5733954184762229
1.543713747436495,1.5296991706047476,1.5367064590206212
1.5207021788298025,1.5055226852278432,1.513112432028823
1.5059284822192152,1.489453685811972,1.4976910840155937
1.4954395054745744,1.4775588817658996,1.486499193620237
1.4879695629469611,1.4685718337062026,1.4782706983265819
1.4806310263503932,1.4596342911612261,1.4701326587558097
1.474877372768434,1.4521731295245293,1.4635252511464816
1.4659430694478832,1.4414992464563006,1.453721157952092
1.4497991254127947,1.4236802208973722,1.4367396731550834
1.4321429182708731,1.4043392185615553,1.4182410684162141
1.4152225167569479,1.3856887016556225,1.4004556092062852
1.4018804089825347,1.3705041918643928,1.3861923004234638
1.3891355114078223,1.355863378053637,1.3724994447307297
1.373885374275635,1.3387499698494456,1.3563176720625403
1.3545071938246407,1.3176122787609357,1.3360597362927882
1.3319533030939055,1.293410999408586,1.3126821512512459
1.3023394330562414,1.2624217537558815,1.2823805934060615
1.2682154442665294,1.2271696272902584,1.247692535778394
1.2264294972794663,1.1846607885943745,1.2055451429369204
1.18374985573154,1.141473441779464,1.162611648755502
1.142952388611486,1.1002890853078047,1.1216207369596454
1.107766735781657,1.0646787614603335,1.0862227486209952
1.0792698351114718,1.0356416907751993,1.0574557629433357
1.0604208118089706,1.0159687780222626,1.0381947949156167
1.044231012532782,0.9989291181449161,1.0215800653388492
1.034216203180108,0.9878609424943812,1.0110385728372446
1.0209002178829332,0.9737061001382408,0.997303159010587
1.0043404036185724,0.9565391365682046,0.9804397700933885
0.9870792354217264,0.9387929284112627,0.9629360819164945
0.9722037328763699,0.9233987919044604,0.9478012623904151
0.9586643614460485,0.9093498574782681,0.9340071094621583
0.9573173784956919,0.9069089284045166,0.9321131534501043
0.9628965074076964,0.9110394898194663,0.9369679986135813
0.9863107055231451,0.9320007079173132,0.9591557067202292
1.0277438111596031,0.969872975122337,0.9988083931409701
1.0759376489992518,1.013959234847129,1.0449484419231903
1.114452916701541,1.0487627430101347,1.0816078298558378
1.1531304004239031,1.0835572903613753,1.1183438453926393
1.180180886034542,1.1072866955839302,1.143733790809236
1.170970951886693,1.0969757187270597,1.1339733353068764
1.1854202802706961,1.1087909778174485,1.1471056290440722
1.1869506503178116,1.1084876652044013,1.1477191577611063
