r0 máximo,r0 mínimo,r0 aproximado
4.571431416911393,4.571429994169541,4.571430705540466
5.285721567065424,5.285717926387347,5.285719746726386
3.9411856720502927,3.9411810713138924,3.9411833716820928
3.6455162827094747,3.6455094640933075,3.6455128734013913
3.0676857572171685,3.067677465052335,3.067681611134752
1.8305767388400191,1.8305707614270683,1.8305737501335437
3.188969925304957,3.188955008665655,3.1889624669853056
3.758188492974958,3.758160724358682,3.75817460866682
2.759117179326974,2.7590895062302856,2.75910334277863
2.8254740300331287,2.825435427187576,2.825454728610352
2.4790052239321416,2.4789613902973766,2.478983307114759
3.456828705982182,3.456738050035649,3.4567833780089154
2.4353343258079025,2.4352521155890976,2.4352932206985
2.639786778062158,2.6396696929382664,2.639728235500212
3.223796455442857,3.2235928927396698,3.2236946740912633
2.791107242626085,2.790870405625859,2.790988824125972
3.1056619850967433,3.105292088393824,3.1054770367452837
2.70556196613122,2.7051336907124184,2.705347828421819
2.8631095619603157,2.862495746231642,2.8628026540959786
2.646913679698713,2.646167869142322,2.6465407744205174
2.453333011973652,2.4524494589500163,2.452891235461834
2.4356493873776213,2.434535100106088,2.4350922437418547
2.394330754668372,2.3929508106383053,2.3936407826533386
2.29271408402441,2.2910743163501333,2.2918942001872713
2.1049545676233867,2.1031317924655033,2.104043180044445
2.02817838261811,2.0260782314270465,2.0271283070225783
1.7993670348448587,1.7971992663990672,1.798283150621963
2.142616827793762,2.1395220438516374,2.1410694358226996
1.9772995626135565,1.9739374966164045,1.9756185296149806
1.805783783291885,1.8022381382626937,1.8040109607772894
1.8792227439706921,1.874946836864642,1.877084790417667
1.7510453480662505,1.7464932720453163,1.7487693100557835
1.748687188432648,1.7435096903952965,1.7460984394139722
1.837981135494405,1.8317504375875266,1.8348657865409659
1.8490657415987155,1.8418935108268102,1.8454796262127628
1.7147184209667619,1.7072055189649238,1.710961969965843
1.77132013728426,1.7625312047739634,1.7669256710291117
1.7200218800217288,1.7104127117661152,1.715217295893922
1.5949988241679585,1.5850829701904634,1.590040897179211
1.6429149029143937,1.6315333993436758,1.6372241511290349
1.6046770510491513,1.5923479816328823,1.5985125163410168
1.5412164182904948,1.528169546842574,1.5346929825665345
1.634782095804545,1.6194618179756657,1.6271219568901052
1.4258695479539953,1.411313763353285,1.4185916556536402
1.4817168299924313,1.465216004990822,1.4734664174916268
1.546486134512128,1.5276514937441408,1.5370688141281343
1.3430278968851455,1.325400091319799,1.3342139941024722
1.4273433894811771,1.4070911050182429,1.41721724724971
1.4525205383536317,1.4302440131334977,1.4413822757435648
1.3744751113193723,1.3518306036631773,1.3631528574912748
1.4546800172506098,1.4288565066885766,1.4417682619695933
1.4459469771749869,1.418336819862985,1.432141898518986
1.40198997787225,1.3733010481990835,1.3876455130356669
1.404999076081159,1.3742247694644836,1.3896119227728212
1.4633837226839592,1.4290066617365067,1.446195192210233
1.5548515866596961,1.515514924935185,1.5351832557974405
1.5147038364386196,1.4735429363212689,1.4941233863799441
1.6139405803483755,1.5666059051771475,1.5902732427627615
1.5117908388840404,1.4642111995573246,1.4880010192206825
1.5328635540651794,1.4810751154050814,1.5069693347351305
1.5913439666583886,1.5334851049984177,1.5624145358284032
1.606050937000846,1.5431846525633226,1.5746177947820843
1.6193131066935558,1.5510494038370963,1.5851812552653262
1.6558725970394137,1.580576054204764,1.618224325622089
1.6007222095262998,1.5224575597084362,1.561589884617368
1.5686232973707352,1.486350120237474,1.5274867088041046
1.6951805719924988,1.5992574778199287,1.6472190249062137
1.5481954414638244,1.454421968453791,1.5013087049588076
1.548174378873348,1.447912115821365,1.4980432473473564
1.6377999169145232,1.5240191040390205,1.5809095104767719
1.6172127779615293,1.4969094480155904,1.5570611129885599
1.602180775388856,1.4747763262528029,1.5384785508208294
1.6887943835635164,1.544809420255398,1.616801901909457
1.5777479128145941,1.4343877004653318,1.506067806639963
1.4849710068817914,1.3419604971075367,1.413465751994664
1.7400620930185835,1.5607355086978496,1.6503988008582167
1.7389485398250077,1.5473404757890221,1.643144507807015
1.7105830874007635,1.5095094677394862,1.6100462775701248
1.795762613926577,1.5700278519222484,1.6828952329244127
1.7536152948009027,1.5185474274538766,1.6360813611273897
1.756242771880674,1.5055071288652142,1.630874950372944
1.9045405998049372,1.6136305756236857,1.7590855877143114
1.8807516381993468,1.5740499631406664,1.7274008006700066
1.8344140640561686,1.5160720547349689,1.6752430593955687
1.993661154127493,1.6239040691655415,1.8087826116465173
1.975509475898716,1.5847891940363674,1.7801493349675417
2.0287171268518938,1.6007707244478737,1.8147439256498838
2.149366637751208,1.6646560157489767,1.9070113267500923
1.9493489206645285,1.4834055242078175,1.716377222436173
1.9784709377693537,1.4779442024986151,1.7282075701339843
2.4336020027433523,1.7742634016793668,2.1039327022113596
2.3090711311126197,1.6429934642186048,1.9760322976656122
2.3497648997448737,1.629061717798836,1.9894133087718548
2.5674408376356537,1.7273615581790318,2.147401197907343
2.36997942634441,1.5493133150540512,1.9596463706992306
2.5604992952121015,1.6206658323790804,2.090582563795591
2.9419135485804446,1.7906400652745118,2.366276806927478
3.029983227290952,1.7676617004294977,2.398822463860225
3.003692729030227,1.6772613512274106,2.340477040128819
3.308139049436011,1.756668003192749,2.53240352631438
3.358807973101957,1.6916331310086017,2.5252205520552793
3.571995973722183,1.697452449355834,2.634724211539009
3.929187950345856,1.7479122935830629,2.8385501219644595
4.043906936197525,1.6777696978334182,2.8608383170154714
4.66405240032293,1.7816199094528697,3.2228361548879
5.1432255626349574,1.789172233836921,3.4661988982359393
5.276608568019432,1.6647966265237553,3.4707025972715937
7.179832332861795,1.9778810053219038,4.5788566690918495
8.026274981945145,1.8930100444489382,4.959642513197041
8.289291763671834,1.6629613188883725,4.976126541280103
